event_id,source_id,source_organization,narrative_excerpt,canonical_injury,audited_injury,canonical_fatality,audited_fatality,canonical_actual,audited_actual,consequence_status,error_code,explanation,recommended_repair
EVT-IMCA-0230,SRC-IMCA-0230,International Marine Contractors Association (IMCA),Fast Rescue Boat (FRC) comes close to falling off in a dry dock Safety Flash Published on 31 July 2024 Generated on 14 September 2026 IMCA SF 15/24 2 minute read Fast Rescue Craft tipped forward and collided with a railing. What happened? During an a,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0219,SRC-IMCA-0219,International Marine Contractors Association (IMCA),Non-fatal man overboard: worker fell from height into the sea Safety Flash Published on 29 August 2024 Generated on 14 September 2026 IMCA SF 17/24 2 minute read A worker fell 3 m from a new jacket into the sea. What happened? The worker was uninjure,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0227,SRC-IMCA-0227,International Marine Contractors Association (IMCA),"Arm injury from metal skip cover Safety Flash Published on 14 August 2024 Generated on 14 September 2026 IMCA SF 16/24 2 minute read Heavy cover of skip unexpectedly and accidentally closed, striking an individual’s arm, causing an injury. Hand and f",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0074,SRC-IMCA-0074,International Marine Contractors Association (IMCA),LTI &#x2013; back injury Safety Flash Published on 12 January 2026 Generated on 14 September 2026 IMCA SF 01/26 4 minute read A member of the crew of a crew transfer vessel (CTV) badly pulled their back whilst helping with mooring operations. What ha,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0195,SRC-IMCA-0195,International Marine Contractors Association (IMCA),NTSB: Fire on vessel &#x2013; escaped exhaust gases Safety Flash Published on 11 November 2024 Generated on 14 September 2026 IMCA SF 22/24 2 minute read The National Transportation Safety Board of the United States (NTSB) published “Safer Seas Diges,None,Burn injury,False,False,No injuries occurred (Near Miss / Potential Consequence only).,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0264,SRC-IMCA-0264,International Marine Contractors Association (IMCA),Main bell wire rope damaged Safety Flash Published on 16 April 2024 Generated on 14 September 2026 IMCA SF 08/24 3 minute read A main bell wire was damaged by the proximity switch bracket being picked up by a single broken strand on the main bell wir,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0071,SRC-IMCA-0071,International Marine Contractors Association (IMCA),"Mechanic got burns due to fire in portable generator Safety Flash Published on 22 January 2026 Generated on 14 September 2026 IMCA SF 02/26 2 minute read During refuelling, petrol (gasoline) spilled around generator and ignited. What happened? A mari",First aid / minor laceration or contusion,Burn injury,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0140,SRC-IMCA-0140,International Marine Contractors Association (IMCA),LTI: Back injury in Confined Space (Tank Entry) Safety Flash Published on 4 June 2025 Generated on 14 September 2026 IMCA SF 10/25 2 minute read A worker sustained a back injury while transiting through a lightening hole within a confined space. What,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0247,SRC-IMCA-0247,International Marine Contractors Association (IMCA),Personnel exposed to hydrogen sulphide during maintenance Safety Flash Published on 18 June 2024 Generated on 14 September 2026 IMCA SF 12/24 3 minute read Subcontractor personnel were exposed to a high concentration of Hydrogen sulphide. What happen,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0203,SRC-IMCA-0203,International Marine Contractors Association (IMCA),Near Miss: Smoke and fire on Main Engine Exhaust Safety Flash Published on 14 October 2024 Generated on 14 September 2026 IMCA SF 20/24 2 minute read Smoke and fire were observed coming from turbocharger flange. What happened? During sea trials follo,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0090,SRC-IMCA-0090,International Marine Contractors Association (IMCA),"Slipped on stairs, broken finger Safety Flash Published on 17 November 2025 Generated on 14 September 2026 IMCA SF 21/25 2 minute read A worker slipped while descending the staircase, and broke his finger as a result What happened? As he fell he refl",Fracture / Lost time injury,Fracture / serious personal injury,False,False,Lost time / serious personal injury sustained.,Lost time / serious personal injury sustained.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0122,SRC-IMCA-0122,International Marine Contractors Association (IMCA),"Injury sustained while operating steel lifting magnet Safety Flash Published on 14 August 2025 Generated on 14 September 2026 IMCA SF 14/25 2 minute read While preparing to transfer steel plates using a steel lifting magnet, a crew person was injured",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0026,SRC-IMCA-0026,International Marine Contractors Association (IMCA),"BSEE: Prevent fires by inspecting cords, plugs and welding leads before use Safety Flash Published on 11 June 2026 Generated on 14 September 2026 IMCA SF 11/26 4 minute read The United States Bureau of Safety and Environmental Enforcement (BSEE) has ",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0092,SRC-IMCA-0092,International Marine Contractors Association (IMCA),Broken equipment repaired or replaced Safety Flash Published on 17 November 2025 Generated on 14 September 2026 IMCA SF 21/25 3 minute read What happened? A member highlights several cases of emergency equipment being broken or unserviceable. 1) Fire,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0020,SRC-IMCA-0020,International Marine Contractors Association (IMCA),"Crew member injured during mooring operation Safety Flash Published on 6 July 2026 Generated on 14 September 2026 IMCA SF 12/26 2 minute read A crew member used their foot to slow down a running mooring rope, causing them to fall to the deck. What ha",Fracture / Lost time injury,Fracture / serious personal injury,False,False,Lost time / serious personal injury sustained.,Lost time / serious personal injury sustained.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0118,SRC-IMCA-0118,International Marine Contractors Association (IMCA),UK HSE: Motion Compensated Gangways Auto-Retraction Safety Flash Published on 19 August 2025 Generated on 14 September 2026 IMCA SF 15/25 4 minute read The UK Health and Safety Executive (HSE) has published Safety Notice ED03-2025 relating to power f,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1390,SRC-IMCA-1390,International Marine Contractors Association (IMCA),Stored pressure near-miss: Buckle detector expelled from pipe during recovery,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1161,SRC-IMCA-1161,International Marine Contractors Association (IMCA),"During a decommissioning operation, shears were used to cut a pipeline.",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1941,SRC-IMCA-1941,International Marine Contractors Association (IMCA),A member has reported an incident in which a crane winch wire was lost during light subsea lifting work.,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1786,SRC-IMCA-1786,International Marine Contractors Association (IMCA),Fall fatality during platform abandonment,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1189,SRC-IMCA-1189,International Marine Contractors Association (IMCA),A winch wire failed causing a pennant assembly and wire to fall directly into a crane basket. There were no injuries.,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-2339,SRC-IMCA-2339,International Marine Contractors Association (IMCA),Fatal accident involving a horizontal watertight sliding door,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0653,SRC-IMCA-0653,International Marine Contractors Association (IMCA),The UK Health and Safety Executive (HSE) has published a safety alert on the catastrophic failure of a marine loading arm. Marine loading arms (MLAs) are used to transfer material from ship to shore. Full alert found here.,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0733,SRC-IMCA-0733,International Marine Contractors Association (IMCA),"The Dutch Safety Board has issued the following report on a mooring line fatality onboard chemical tanker RN Privodino on 28 June 2018, while entering the Noordersluis lock at Ijmuiden, en route to Amsterdam",Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0913,SRC-IMCA-0913,International Marine Contractors Association (IMCA),During DP operations a vessel lost its Port azimuth thruster.,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1869,SRC-IMCA-1869,International Marine Contractors Association (IMCA),IMCA has received information about a confined space incident in which there were multiple fatalities.,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1386,SRC-IMCA-1386,International Marine Contractors Association (IMCA),Lost time injury (LTI): Loss of end of thumb,Fracture / Lost time injury,None reported,False,False,Lost time / serious personal injury sustained.,Lost time / serious personal injury sustained.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-2168,SRC-IMCA-2168,International Marine Contractors Association (IMCA),Near-miss incident involving subsea headache ball,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0126,SRC-IMCA-0126,International Marine Contractors Association (IMCA),A high voltage arc occurred inside a ROV tether termination manifold.,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1371,SRC-IMCA-1371,International Marine Contractors Association (IMCA),Confined space fatality – Sharp Lady,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1104,SRC-IMCA-1104,International Marine Contractors Association (IMCA),Lost time injury (LTI): fractured elbow – fall injury,Fracture / Lost time injury,Fracture / serious personal injury,False,False,Lost time / serious personal injury sustained.,Lost time / serious personal injury sustained.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1836,SRC-IMCA-1836,International Marine Contractors Association (IMCA),"A Member has reported an incident in which, owing to the sudden movement of the vessel, a crane winch wire hit the crane cab with the operator inside, causing damage to the cab structure.",None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0948,SRC-IMCA-0948,International Marine Contractors Association (IMCA),Near miss - Two dropped objects (MSF),None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1791,SRC-IMCA-1791,International Marine Contractors Association (IMCA),Near-miss: Cable reel deck cargo broke loose,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-1557,SRC-IMCA-1557,International Marine Contractors Association (IMCA),Near-miss: Man overboard,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0630,SRC-IMCA-0630,International Marine Contractors Association (IMCA),The UK Health and Safety Executive (HSE) has fined a company whose employee was fatally injured while moving heavy machinery. Press release here.,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0560,SRC-IMCA-0560,International Marine Contractors Association (IMCA),"A crew member suffered a pinch injury to his right hand baby finger, resulting in a distal fracture.",Fracture / Lost time injury,Fracture / serious personal injury,False,False,Lost time / serious personal injury sustained.,Lost time / serious personal injury sustained.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-IMCA-0963,SRC-IMCA-0963,International Marine Contractors Association (IMCA),Near miss: Uncontrolled movement of gangway,None,None reported,False,False,No injuries occurred (Near Miss / Potential Consequence only).,No injuries occurred (Near Miss / Potential Consequence only).,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0001,SRC-HSE-0001,Health and Safety Executive (UK HSE),"variants --> Title --> Service lifts in offshore and onshore wind turbines Health and Safety Executive - Safety notice Department name: Energy Division (ED) Bulletin number: ED01-2024 Issue date: 05/24 Target audience: Duty holders who design, manufa",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0003,SRC-HSE-0003,Health and Safety Executive (UK HSE),variants --> Title --> Manage risk of damage to grating systems (walkways and deck areas) on offshore installations during rig moves Health and Safety Executive - Safety alert Department Name: Energy Division Bulletin No: ED09-2023 Issue Date: 09/23 ,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0004,SRC-HSE-0004,Health and Safety Executive (UK HSE),variants --> Title --> Unsafe bolts on BendPak XPR series two-post vehicle lift Health and Safety Executive - Safety notice Department Name: Field Operations Division Bulletin No: FOD 02 -2023 Issue Date: August 2023 Target Audience: Users and suppli,Fatal injury,Fatal injury,True,True,Fatal injury occurred.,Fatal injury occurred.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0005,SRC-HSE-0005,Health and Safety Executive (UK HSE),"variants --> Title --> LPG forklift truck fire risk Health and Safety Executive - Safety notice Department name: Engagement and Policy Division (EPD) Bulletin number: EPD02-2023 Issue date: 05/23 Target audience: Anyone responsible operating, supplyi",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0006,SRC-HSE-0006,Health and Safety Executive (UK HSE),"variants --> Title --> High concentration of hydrogen sulfide (H2S) in cargo and slop tanks Health and Safety Executive - Safety notice Department name: Energy Division – maritime integrity, offshore Bulletin number: ED2-2023 Issue date: 04/23 Target",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0007,SRC-HSE-0007,Health and Safety Executive (UK HSE),"variants --> Title --> Unsafe use of floor grating systems in oil and gas, and wind generation Health and Safety Executive - Safety alert Department name: Energy Division – Oil and gas, wind generation Bulletin number: ED1-2023 Issue date: 03/23 Targ",First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-HSE-0008,SRC-HSE-0008,Health and Safety Executive (UK HSE),variants --> Title --> Mast climbing work platforms: Failure to detect mechanical failure in drive units leading to uncontrolled fall of platforms Health and Safety Executive - Safety alert Department name: BSCD (Building Safety and Construction Divi,First aid / minor laceration or contusion,None reported,False,False,Minor injury requiring first aid or medical attention.,Minor injury requiring first aid or medical attention.,SUPPORTED,NONE,Consequence accurately aligns with source text.,PRESERVE
EVT-BSEE-0020,SRC-BSEE-0020,Bureau of Safety and Environmental Enforcement (BSEE),SAFETY ALERT  Contact: bseepublicaffairs@bsee.gov  Phone: (800) 200-4853           Dropped Steel Plate Due to Defective Lifting Device  and Inadequate Hazard Analysis                                       The Bureau of Safety and Environmental Enforc,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-BSEE-0022,SRC-BSEE-0022,Bureau of Safety and Environmental Enforcement (BSEE),SAFETY ALERT  Contact: bseepublicaffairs@bsee.gov  Phone: (800) 200-4853           Explosion and Fire on Liftboat Injure Workers – BSEE Calls  for Enhanced Safety Measures and Emergency Preparedness                           The Bureau of Safety and ,None,Second-degree burn injury,False,False,No injuries occurred (Near Miss / Potential Consequence only).,Second-degree burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Second-degree burn injury' and update actual consequence.
EVT-BSEE-0044,SRC-BSEE-0044,Bureau of Safety and Environmental Enforcement (BSEE),"SAFETY ALERT  Contact: bseepublicaffairs@bsee.gov  Phone: (800) 200-4853              Flash Fire from Oxygen Regulator Leads to Burn Injury                      During the process of decommissioning a platform, a    derrick barge crew member  sustain",null,Second-degree burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Second-degree burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Second-degree burn injury' and update actual consequence.
EVT-BSEE-0057,SRC-BSEE-0057,Bureau of Safety and Environmental Enforcement (BSEE),"Figure 1: Worksite with flange and scaffolding, where the  skillet was being installed.  Figure 2: Opposite view of the flange with a chain. hoist.    Safety Alert No. 462                      Contact: bseepublicaffairs@bsee.gov   May 12, 2023       ",null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-BSEE-0081,SRC-BSEE-0081,Bureau of Safety and Environmental Enforcement (BSEE),"Contact: bseepublicaffairs@bsee.gov  Phone: (800) 200-4853  Arc Flash Injury During Generator Hookup  In Dec. 2021, an operator was using the natural gas-powered generator for main power  and a rental generator for backup power, as the regular diesel",null,Second-degree burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Second-degree burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Second-degree burn injury' and update actual consequence.
EVT-BSEE-0270,SRC-BSEE-0270,Bureau of Safety and Environmental Enforcement (BSEE),"Safety Alert No. 245 	Contact:  Jack Williams  9 November 2006 	(504) 736-1757  Serious Fire Caused by Methanol Sprayed from   Duct-Tape Repaired Hose   In a recent incident, personnel were transferring methanol from a chemical transporter tank conne",null,Second-degree burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Second-degree burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Second-degree burn injury' and update actual consequence.
EVT-BSEE-0309,SRC-BSEE-0309,Bureau of Safety and Environmental Enforcement (BSEE),"U.S. Department of the Interior Minerals Management Service Gulf of Mexico OCS Region Safety Alert No. 210 January 8, 2003 Contact: Lee Fowler (979) 266-1004 Blowout After Cementing Surface Casing While drilling a well, an operator noted a slight gas",null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0310,SRC-BSEE-0310,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert No.   209 - Crane Accident on the  Norwegian OCS http://www.gomr.boemre.gov/homepg/offshore/safety/safealt/SA_209...  U.S.   Department of the Interior   Minerals Management Service   Gulf   of  Mexico OCS Region   Safety  Alert     No. ,null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0316,SRC-BSEE-0316,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert No. 203 -- Job Safety Analysis (JSA)http://www.gomr.boemre.gov/homepg/offshore/safety/safealt/SA_203... U.S. Department of the Interior Minerals Management Service Gulf of Mexico OCS Region Safety Alert No. 203Contact: David Dykes August,null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0324,SRC-BSEE-0324,Bureau of Safety and Environmental Enforcement (BSEE),"U.S. Department of the Interior Minerals Management Service Gulf of Mexico OCS Region Safety Alert No. 195 June 1, 2001 Contact: David Dykes 504-736-3249 Riser Skate/Casing Handling Carts Two recent fatalities occurred in the Gulf of Mexico that invo",null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0330,SRC-BSEE-0330,Bureau of Safety and Environmental Enforcement (BSEE),"U.S. Department of the Interior Minerals Management Service Gulf of Mexico OCS Region Safety Alert No. 189 July 19, 2000 Contact: Joe Gordon 504-736-2923 Guardrails Recent offshore accidents, including one fatality, occurred as a result of guardrail ",null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0352,SRC-BSEE-0352,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert No. 167 - Retrieval of Back-Pressure Valve Results in Lo... http://www.gomr.boemre.gov/homepg/offshore/safety/safealt/SA_167...  U.S. Department of the Interior   Minerals Management Service   Gulf of Mexico OCS Region   Notice No. 167  ,null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-BSEE-0358,SRC-BSEE-0358,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert No. 161 - Production Platform Gas Discharge Points http://www.gomr.boemre.gov/homepg/offshore/safety/safealt/SA_161...  U.S.    Department of the Interior   Minerals Management Service   Gulf of Mexico OCS Region   Notice No. 161  Februa,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-BSEE-0368,SRC-BSEE-0368,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert No. 151 - Explosion of Accumulated Gas in the Engine ... http://www.gomr.boemre.gov/homepg/offshore/safety/safealt/SA_151...  U.S.    Department of the Interior   Minerals Management Service   Gulf of Mexico OCS Region   Notice No. 151  ,null,Fatal injury,False,False,None reported / Equipment stoppage or minor disruption.,Fatal injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Fatal injury' and update actual consequence.
EVT-IMCA-0053,SRC-IMCA-0053,International Marine Contractors Association (IMCA),"Battery power bank explodes in cabin Safety Flash Published on 17 March 2026 Generated on 14 September 2026 IMCA SF 05/26 2 minute read On a vessel, a power bank exploded and caught fire at night whilst it was being charged. What happened? The crew m",null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0076,SRC-IMCA-0076,International Marine Contractors Association (IMCA),BSEE: arc flash incident &#x2013; is the wire still live? Safety Flash Published on 12 January 2026 Generated on 14 September 2026 IMCA SF 01/26 3 minute read The United States Bureau of Safety and Environmental Protection (BSEE) has published Safety,None,Burn injury,False,False,No injuries occurred (Near Miss / Potential Consequence only).,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0106,SRC-IMCA-0106,International Marine Contractors Association (IMCA),Worker suffered eye injuries in electric arc incident Safety Flash Published on 2 October 2025 Generated on 14 September 2026 IMCA SF 18/25 2 minute read A Vessel ETO (Electro-Technical Officer) sustained light burn injuries to the eyes. What happene,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0107,SRC-IMCA-0107,International Marine Contractors Association (IMCA),USCG: Lithium-Ion battery system installations Safety Flash Published on 2 October 2025 Generated on 14 September 2026 IMCA SF 18/25 3 minute read The United States Coastguard (USCG) has published Safety Alert 14-25 relating to Lithium-Ion (Li-Ion) b,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
EVT-IMCA-0114,SRC-IMCA-0114,International Marine Contractors Association (IMCA),Two hand injuries caused during mooring Safety Flash Published on 4 September 2025 Generated on 14 September 2026 IMCA SF 16/25 2 minute read A member shares two incidents of hand injuries during mooring operations; one was very serious and resulted ,null,Amputation injury,False,False,None reported / Equipment stoppage or minor disruption.,Amputation injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Amputation injury' and update actual consequence.
EVT-IMCA-0115,SRC-IMCA-0115,International Marine Contractors Association (IMCA),BSEE: Electromagnetic lifting device dropped steel plate Safety Flash Published on 4 September 2025 Generated on 14 September 2026 IMCA SF 16/25 3 minute read The United States Bureau of Safety and Environmental Enforcement (BSEE) has published Safet,null,Burn injury,False,False,None reported / Equipment stoppage or minor disruption.,Burn injury,CONTRADICTED,SEM-009,Source narrative documents injury but consequence field records null/none reported.,Set consequence.injury='Burn injury' and update actual consequence.
