event_id,event_type,source_organization,document_title,url,event_date,country,region,facility,sif_potential,sif_label_type,energy_mechanism,energy_status,barrier_state,iogp_supported_rules,dataset_tier,ml_eligibility,duplicate_group_id,provenance_status
EVT-IMCA-0275,INCIDENT,International Marine Contractors Association (IMCA),06/24 Person pulled to deck by fall arrest harness,https://www.imca-int.com/resources/safety/safety-flashes/0624-person-pulled-to-deck-by-fall-arrest-harness/,2024-03-19,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire,GOLD,ML_ELIGIBLE,GRP-00870,VERIFIED
EVT-IMCA-0276,INCIDENT,International Marine Contractors Association (IMCA),06/24 High potential: sea water inlet pipe leakage in engine room,https://www.imca-int.com/resources/safety/safety-flashes/0624-high-potential-sea-water-inlet-pipe-leakage-in-engine-room/,2024-03-19,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00871,VERIFIED
EVT-IMCA-0277,INCIDENT,International Marine Contractors Association (IMCA),06/24 Security: Illegal boarding – theft while the vessel at anchor,https://www.imca-int.com/resources/safety/safety-flashes/0624-security-illegal-boarding-theft-while-the-vessel-at-anchor/,2024-03-19,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00872,VERIFIED
EVT-IMCA-0278,INCIDENT,International Marine Contractors Association (IMCA),06/24 MSF: Chemical Handling – Eye Burn,https://www.imca-int.com/resources/safety/safety-flashes/0624-msf-chemical-handling-eye-burn/,2024-03-19,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Work authorization; Working at height,GOLD,ML_ELIGIBLE,GRP-00873,VERIFIED
EVT-IMCA-0279,INCIDENT,International Marine Contractors Association (IMCA),05/24 Pipeline End Manifold yoke dropped from 45° position,https://www.imca-int.com/resources/safety/safety-flashes/0524-pipeline-end-manifold-yoke-dropped-from-45-position/,2024-02-27,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00874,VERIFIED
EVT-IMCA-0280,INCIDENT,International Marine Contractors Association (IMCA),05/24 LTI: Damage and personal injury arising from heavy weather,https://www.imca-int.com/resources/safety/safety-flashes/0524-lti-damage-and-personal-injury-arising-from-heavy-weather/,2024-02-27,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire; Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00875,VERIFIED
EVT-IMCA-0281,INCIDENT,International Marine Contractors Association (IMCA),05/24 Crew Transfer Vessel (CTV) hit protruding scaffolding on a supply vessel,https://www.imca-int.com/resources/safety/safety-flashes/0524-crew-transfer-vessel-ctv-hit-protruding-scaffolding-on-a-supply-vessel/,2024-02-27,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00876,VERIFIED
EVT-IMCA-0282,INCIDENT,International Marine Contractors Association (IMCA),05/24 Heavy equipment fell over during manual handling,https://www.imca-int.com/resources/safety/safety-flashes/0524-heavy-equipment-fell-over-during-manual-handling/,2024-02-27,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire,GOLD,ML_ELIGIBLE,GRP-00877,VERIFIED
EVT-IMCA-0283,NEAR_MISS,International Marine Contractors Association (IMCA),05/24 UK HSE: Crane boom collapse,https://www.imca-int.com/resources/safety/safety-flashes/0524-uk-hse-crane-boom-collapse/,2024-02-27,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00878,VERIFIED
EVT-IMCA-0284,UA,International Marine Contractors Association (IMCA),04/24 Unauthorised entry into confined space,https://www.imca-int.com/resources/safety/safety-flashes/0424-unauthorised-entry-into-confined-space/,2024-02-19,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00879,VERIFIED
EVT-IMCA-0285,INCIDENT,International Marine Contractors Association (IMCA),04/24 Hot work whilst working at height in a confined space – job was stopped,https://www.imca-int.com/resources/safety/safety-flashes/0424-hot-work-whilst-working-at-height-in-a-confined-space-job-was-stopped/,2024-02-19,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,FAILED,Bypassing safety controls; Confined space; Hot work; Work authorization; Working at height,GOLD,ML_ELIGIBLE,GRP-00880,VERIFIED
EVT-IMCA-0286,INCIDENT,International Marine Contractors Association (IMCA),04/24 US BSEE: Confined space entry – tank cleaning,https://www.imca-int.com/resources/safety/safety-flashes/0424-us-bsee-confined-space-entry-tank-cleaning/,2024-02-19,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Confined space; Work authorization,GOLD,ML_ELIGIBLE,GRP-00881,VERIFIED
EVT-IMCA-0287,NEAR_MISS,International Marine Contractors Association (IMCA),04/24 USCG: wire rope hazard management – dropped turbine nacelle,https://www.imca-int.com/resources/safety/safety-flashes/0424-uscg-wire-rope-hazard-management-dropped-turbine-nacelle/,2024-02-19,UNKNOWN,International Marine & Offshore,Wind Turbine Generator,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00882,VERIFIED
EVT-IMCA-0288,INCIDENT,International Marine Contractors Association (IMCA),04/24 Vessel damaged in contact with platform,https://www.imca-int.com/resources/safety/safety-flashes/0424-vessel-damaged-in-contact-with-platform/,2024-02-19,UNKNOWN,International Marine & Offshore,Jack-up Rig,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Driving,GOLD,ML_ELIGIBLE,GRP-00883,VERIFIED
EVT-IMCA-0289,INCIDENT,International Marine Contractors Association (IMCA),03/24 US BSEE: Are your emergency procedures and equipment good enough?,https://www.imca-int.com/resources/safety/safety-flashes/0324-us-bsee-are-your-emergency-procedures-and-equipment-good-enough/,2024-02-12,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00884,VERIFIED
EVT-IMCA-0290,INCIDENT,International Marine Contractors Association (IMCA),03/24 High potential: navigation near offshore wind turbines,https://www.imca-int.com/resources/safety/safety-flashes/0324-high-potential-navigation-near-offshore-wind-turbines/,2024-02-12,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Bypassing safety controls; Line of fire,GOLD,ML_ELIGIBLE,GRP-00885,VERIFIED
EVT-IMCA-0291,INCIDENT,International Marine Contractors Association (IMCA),03/24 Failure of self-righting frame on Fast Rescue Craft (FRC),https://www.imca-int.com/resources/safety/safety-flashes/0324-failure-of-self-righting-frame-on-fast-rescue-craft-frc/,2024-02-12,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00886,VERIFIED
EVT-IMCA-0292,INCIDENT,International Marine Contractors Association (IMCA),03/24 Fall Protection – Defective Safety Harness,https://www.imca-int.com/resources/safety/safety-flashes/0324-fall-protection-defective-safety-harness/,2024-02-12,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Working at height,GOLD,ML_ELIGIBLE,GRP-00887,VERIFIED
EVT-IMCA-0293,INCIDENT,International Marine Contractors Association (IMCA),03/24 MSF: two dropped object incidents,https://www.imca-int.com/resources/safety/safety-flashes/0324-msf-two-dropped-object-incidents/,2024-02-12,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire; Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00888,VERIFIED
EVT-IMCA-0294,INCIDENT,International Marine Contractors Association (IMCA),02/24 Day Signal mast broke off and fell to deck,https://www.imca-int.com/resources/safety/safety-flashes/0224-day-signal-mast-broke-off-and-fell-to-deck/,2024-01-22,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00889,VERIFIED
EVT-IMCA-0295,INCIDENT,International Marine Contractors Association (IMCA),02/24 Person injured going down ladder,https://www.imca-int.com/resources/safety/safety-flashes/0224-person-injured-going-down-ladder/,2024-01-22,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Safe mechanical lifting; Working at height,GOLD,ML_ELIGIBLE,GRP-00890,VERIFIED
EVT-IMCA-0296,INCIDENT,International Marine Contractors Association (IMCA),02/24 LTI – forklift knocked spooler bar onto person’s leg,https://www.imca-int.com/resources/safety/safety-flashes/0224-lti-forklift-knocked-spooler-bar-onto-person-s-leg/,2024-01-22,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Driving; Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00891,VERIFIED
EVT-IMCA-0297,INCIDENT,International Marine Contractors Association (IMCA),02/24 MSF: LTI – Engineer scalded,https://www.imca-int.com/resources/safety/safety-flashes/0224-msf-lti-engineer-scalded/,2024-01-22,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00892,VERIFIED
EVT-IMCA-0298,INCIDENT,International Marine Contractors Association (IMCA),02/24 UK MAIB: Deep fat fryer fire,https://www.imca-int.com/resources/safety/safety-flashes/0224-uk-maib-deep-fat-fryer-fire/,2024-01-22,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Energy isolation,GOLD,ML_ELIGIBLE,GRP-00893,VERIFIED
EVT-IMCA-0299,INCIDENT,International Marine Contractors Association (IMCA),01/24 Diver in the bell hit by falling object,https://www.imca-int.com/resources/safety/safety-flashes/0124-diver-in-the-bell-hit-by-falling-object/,2024-01-09,UNKNOWN,International Marine & Offshore,Tanker Vessel,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire,GOLD,ML_ELIGIBLE,GRP-00894,VERIFIED
EVT-IMCA-0300,INCIDENT,International Marine Contractors Association (IMCA),01/24 Divers lifted off seabed by Clump Weight,https://www.imca-int.com/resources/safety/safety-flashes/0124-divers-lifted-off-seabed-by-clump-weight/,2024-01-09,UNKNOWN,International Marine & Offshore,Diving Support Vessel (DSV),TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00895,VERIFIED
EVT-IMCA-0301,NEAR_MISS,International Marine Contractors Association (IMCA),01/24 Leak in hot water system for saturation divers,https://www.imca-int.com/resources/safety/safety-flashes/0124-leak-in-hot-water-system-for-saturation-divers/,2024-01-09,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,QUARANTINED,GRP-00896,VERIFIED
EVT-IMCA-0302,NEAR_MISS,International Marine Contractors Association (IMCA),01/24 Chain hoist paid out unsupervised near running main engine,https://www.imca-int.com/resources/safety/safety-flashes/0124-chain-hoist-paid-out-unsupervised-near-running-main-engine/,2024-01-09,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00897,VERIFIED
EVT-IMCA-0303,INCIDENT,International Marine Contractors Association (IMCA),01/24 UK MAIB: Workboat collision with wind turbine platform,https://www.imca-int.com/resources/safety/safety-flashes/0124-uk-maib-workboat-collision-with-wind-turbine-platform/,2024-01-09,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00898,VERIFIED
EVT-IMCA-0304,INCIDENT,International Marine Contractors Association (IMCA),29/23: Failure of personal isolation procedures: Crane became damaged when it was used inappropriately,https://www.imca-int.com/resources/safety/safety-flashes/2923-failure-of-personal-isolation-procedures-crane-became-damaged-when-it-was-used-inappropriately/,2023-12-18,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00899,VERIFIED
EVT-IMCA-0305,NEAR_MISS,International Marine Contractors Association (IMCA),29/23: Worker cut hand on broken mirror,https://www.imca-int.com/resources/safety/safety-flashes/2923-worker-cut-hand-on-broken-mirror/,2023-12-18,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00900,VERIFIED
EVT-IMCA-0306,INCIDENT,International Marine Contractors Association (IMCA),29/23: LTI – Finger crushed whilst operating safety gate,https://www.imca-int.com/resources/safety/safety-flashes/2923-lti-finger-crushed-whilst-operating-safety-gate/,2023-12-18,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,DERIVED,PRESSURE,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00901,VERIFIED
EVT-IMCA-0307,NEAR_MISS,International Marine Contractors Association (IMCA),29/23: Two hand injuries,https://www.imca-int.com/resources/safety/safety-flashes/2923-two-hand-injuries/,2023-12-18,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,PRESSURE,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00902,VERIFIED
EVT-IMCA-0308,NEAR_MISS,International Marine Contractors Association (IMCA),29/23: Line of fire near miss during lifting operations,https://www.imca-int.com/resources/safety/safety-flashes/2923-line-of-fire-near-miss-during-lifting-operations/,2023-12-18,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Line of fire,SILVER,ML_ELIGIBLE,GRP-00903,VERIFIED
EVT-IMCA-0309,INCIDENT,International Marine Contractors Association (IMCA),28/23: NTSB: Lithium-ion battery fire destroys vessel bridge,https://www.imca-int.com/resources/safety/safety-flashes/2823-ntsb-lithium-ion-battery-fire-destroys-vessel-bridge/,2023-12-06,UNKNOWN,International Marine & Offshore,Tanker Vessel,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00904,VERIFIED
EVT-IMCA-0310,NEAR_MISS,International Marine Contractors Association (IMCA),28/23: UK MAIB: Shifting of centre-of-gravity of load,https://www.imca-int.com/resources/safety/safety-flashes/2823-uk-maib-shifting-of-centre-of-gravity-of-load/,2023-12-06,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00905,VERIFIED
EVT-IMCA-0311,INCIDENT,International Marine Contractors Association (IMCA),28/23: UK MAIB: Electrician injured in explosion,https://www.imca-int.com/resources/safety/safety-flashes/2823-uk-maib-electrician-injured-in-explosion/,2023-12-06,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00906,VERIFIED
EVT-IMCA-0312,NEAR_MISS,International Marine Contractors Association (IMCA),28/23: LTI: Fingers injured during fender lifting operation,https://www.imca-int.com/resources/safety/safety-flashes/2823-lti-fingers-injured-during-fender-lifting-operation/,2023-12-06,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00907,VERIFIED
EVT-IMCA-0313,INCIDENT,International Marine Contractors Association (IMCA),28/23: LTI: Gangway collapsed,https://www.imca-int.com/resources/safety/safety-flashes/2823-lti-gangway-collapsed/,2023-12-06,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,QUARANTINED,GRP-00908,VERIFIED
EVT-IMCA-0314,INCIDENT,International Marine Contractors Association (IMCA),27/23: Case study: Confined space fatalities due to hydrogen sulphide,https://www.imca-int.com/resources/safety/safety-flashes/2723-case-study-confined-space-fatalities-due-to-hydrogen-sulphide/,2023-11-27,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,PRESSURE,HIGH_ENERGY_RELEASED,UNKNOWN,Confined space,GOLD,ML_ELIGIBLE,GRP-00909,VERIFIED
EVT-IMCA-0315,INCIDENT,International Marine Contractors Association (IMCA),27/23: Case study: Saturation diver fatality due to hydrogen sulphide,https://www.imca-int.com/resources/safety/safety-flashes/2723-case-study-saturation-diver-fatality-due-to-hydrogen-sulphide/,2023-11-27,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00910,VERIFIED
EVT-IMCA-0316,NEAR_MISS,International Marine Contractors Association (IMCA),27/23: Failure of proportional valve in saturation chamber control,https://www.imca-int.com/resources/safety/safety-flashes/2723-failure-of-proportional-valve-in-saturation-chamber-control/,2023-11-27,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00911,VERIFIED
EVT-IMCA-0317,NEAR_MISS,International Marine Contractors Association (IMCA),27/23: Compressed air rather than oxygen supplied to divers,https://www.imca-int.com/resources/safety/safety-flashes/2723-compressed-air-rather-than-oxygen-supplied-to-divers/,2023-11-27,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,STORED_MECHANICAL,LOW_ENERGY,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00912,VERIFIED
EVT-IMCA-0318,NEAR_MISS,International Marine Contractors Association (IMCA),26/23: Positive: Master stopped unsafe fuel transfer whilst vessel alongside rig,https://www.imca-int.com/resources/safety/safety-flashes/2623-positive-master-stopped-unsafe-fuel-transfer-whilst-vessel-alongside-rig/,2023-11-13,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Hot work,BRONZE,ML_LIMITED,GRP-00913,VERIFIED
EVT-IMCA-0319,NEAR_MISS,International Marine Contractors Association (IMCA),26/23: Vehicle incident – driver tiredness,https://www.imca-int.com/resources/safety/safety-flashes/2623-vehicle-incident-driver-tiredness/,2023-11-13,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00914,VERIFIED
EVT-IMCA-0320,NEAR_MISS,International Marine Contractors Association (IMCA),26/23: Failure of AHC cylinder causing oil leak to deck,https://www.imca-int.com/resources/safety/safety-flashes/2623-failure-of-ahc-cylinder-causing-oil-leak-to-deck/,2023-11-13,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,QUARANTINED,GRP-00915,VERIFIED
EVT-IMCA-0321,NEAR_MISS,International Marine Contractors Association (IMCA),26/23: High potential near miss: Dropped Paraguard stretcher during drill,https://www.imca-int.com/resources/safety/safety-flashes/2623-high-potential-near-miss-dropped-paraguard-stretcher-during-drill/,2023-11-13,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00916,VERIFIED
EVT-IMCA-0322,NEAR_MISS,International Marine Contractors Association (IMCA),26/23: High potential near miss: Crane part fell to deck,https://www.imca-int.com/resources/safety/safety-flashes/2623-high-potential-near-miss-crane-part-fell-to-deck/,2023-11-13,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-00917,VERIFIED
EVT-IMCA-0323,INCIDENT,International Marine Contractors Association (IMCA),25/23: Fire in ROV workshop,https://www.imca-int.com/resources/safety/safety-flashes/2523-fire-in-rov-workshop/,2023-10-30,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,QUARANTINED,GRP-00918,VERIFIED
EVT-IMCA-0324,INCIDENT,International Marine Contractors Association (IMCA),25/23: Fire-fighting equipment in poor condition,https://www.imca-int.com/resources/safety/safety-flashes/2523-fire-fighting-equipment-in-poor-condition/,2023-10-30,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00919,VERIFIED
EVT-IMCA-0325,INCIDENT,International Marine Contractors Association (IMCA),25/23: Fire extinguisher fails during pressure testing,https://www.imca-int.com/resources/safety/safety-flashes/2523-fire-extinguisher-fails-during-pressure-testing/,2023-10-30,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00920,VERIFIED
EVT-IMCA-0326,INCIDENT,International Marine Contractors Association (IMCA),25/23: Serious LTI – Person struck in rigging accident,https://www.imca-int.com/resources/safety/safety-flashes/2523-serious-lti-person-struck-in-rigging-accident/,2023-10-30,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,Safe mechanical lifting,GOLD,ML_ELIGIBLE,GRP-00921,VERIFIED
EVT-IMCA-0327,NEAR_MISS,International Marine Contractors Association (IMCA),25/23: Near miss: Dropped object during lifeboat testing,https://www.imca-int.com/resources/safety/safety-flashes/2523-near-miss-dropped-object-during-lifeboat-testing/,2023-10-30,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,QUARANTINED,GRP-00922,VERIFIED
EVT-IMCA-0328,NEAR_MISS,International Marine Contractors Association (IMCA),24/23: Job stopped safely: safe working load limits exceeded,https://www.imca-int.com/resources/safety/safety-flashes/2423-job-stopped-safely-safe-working-load-limits-exceeded/,2023-10-16,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00923,VERIFIED
EVT-IMCA-0329,NEAR_MISS,International Marine Contractors Association (IMCA),24/23: Unprotected openings in floor grating – work stopped,https://www.imca-int.com/resources/safety/safety-flashes/2423-unprotected-openings-in-floor-grating-work-stopped/,2023-10-16,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Working at height,SILVER,ML_ELIGIBLE,GRP-00924,VERIFIED
EVT-IMCA-0330,NEAR_MISS,International Marine Contractors Association (IMCA),24/23: Uncertified bosun’s chairs,https://www.imca-int.com/resources/safety/safety-flashes/2423-uncertified-bosun-s-chairs/,2023-10-16,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Working at height,SILVER,ML_ELIGIBLE,GRP-00925,VERIFIED
EVT-IMCA-0331,INCIDENT,International Marine Contractors Association (IMCA),24/23: Fire in the laundry room,https://www.imca-int.com/resources/safety/safety-flashes/2423-fire-in-the-laundry-room/,2023-10-16,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00926,VERIFIED
EVT-IMCA-0332,NEAR_MISS,International Marine Contractors Association (IMCA),24/23: BSEE: Heat-related Illnesses occurring offshore,https://www.imca-int.com/resources/safety/safety-flashes/2423-bsee-heat-related-illnesses-occurring-offshore/,2023-10-16,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00927,VERIFIED
EVT-IMCA-0333,INCIDENT,International Marine Contractors Association (IMCA),23/23: Unsafe flooring led to man overboard fatality,https://www.imca-int.com/resources/safety/safety-flashes/2323-unsafe-flooring-led-to-man-overboard-fatality/,2023-10-03,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00928,VERIFIED
EVT-IMCA-0334,NEAR_MISS,International Marine Contractors Association (IMCA),23/23: Rope access technician slipped and dislocated shoulder,https://www.imca-int.com/resources/safety/safety-flashes/2323-rope-access-technician-slipped-and-dislocated-shoulder/,2023-10-03,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00929,VERIFIED
EVT-IMCA-0335,INCIDENT,International Marine Contractors Association (IMCA),23/23: LTI – worker fractured arm during mooring line handling,https://www.imca-int.com/resources/safety/safety-flashes/2323-lti-worker-fractured-arm-during-mooring-line-handling/,2023-10-03,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00930,VERIFIED
EVT-IMCA-0336,INCIDENT,International Marine Contractors Association (IMCA),23/23: Serious hand injury during mooring operations,https://www.imca-int.com/resources/safety/safety-flashes/2323-serious-hand-injury-during-mooring-operations/,2023-10-03,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-00930,VERIFIED
EVT-IMCA-0337,NEAR_MISS,International Marine Contractors Association (IMCA),23/23: LTI – fingertip pinched by wire sling,https://www.imca-int.com/resources/safety/safety-flashes/2323-lti-fingertip-pinched-by-wire-sling/,2023-10-03,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,QUARANTINED,GRP-00931,VERIFIED
