event_id,rule_id,rule_name,v2_2_status,v2_2_1_status,evidence_status,evidence_text,evidence_start,evidence_end,offset_verified,evidence_source,grounding_type,semantic_conflict
EVT-BSEE-0331,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,"ural guidelines for the construction work to be performed, (2) misunderstandings and erroneous assumptions regarding the hot work permit, (3) a lack of adequate communication between designated operator and contractor personnel and among contractor p",1050,1300,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0331,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,work permit,1175,1186,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0332,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,JSA,1475,1478,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0333,IOGP-03,Driving,EXPLICIT,DERIVED,DERIVED,vehicle,1825,1832,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0334,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-BSEE-0335,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,"As a result, a flow safety valve and a pig launcher located in the flowline segment failed, allowing gas, whichwas later ignited by an unknown source, to escape",601,761,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0336,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,ignition,1152,1160,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0338,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,"ril 28, 1999 Contact: Tommy Laurendine 504-736-5709 Rig Collapse with Fatalities and Injuries During the final stages of rigging-up operations, a platform rig collapsed, resultingin 3 fatalities and 13 injuries",109,319,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0338,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,derrick,685,692,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0340,IOGP-03,Driving,DERIVED,DERIVED,DERIVED,ent occurred during reaming operations on an offshore rig as a driller was in the process of breaking out a portable top drive from drill pipe at the rig floor,212,371,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0343,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,"Logging Unit Explosion and Fire Recently, an explosion and fire occurred in a mud logging unit during the final phase of rigging it up",166,300,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0344,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,List of Safety Alerts Concerning Crane Accidents http://www,0,59,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0345,IOGP-09,Working at height,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-BSEE-0349,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,derrick,465,472,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0350,IOGP-02,Confined space,DERIVED,DERIVED,DERIVED,asphyxia,1267,1275,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0350,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,torch,1668,1673,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0350,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,winch,2553,2558,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0350,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,harness,3184,3191,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0353,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,Crane,47,52,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0355,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,e three remaining joints fell out of the derrick and came to rest on the back wall of the drill floor and the production crane,820,946,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0355,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,Derrick,299,306,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0356,IOGP-04,Energy isolation,DERIVED,DERIVED,DERIVED,isolated,661,669,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0356,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,Derrick,161,168,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0357,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,"Safety Alert 162 - Accidents on the OCS Involving Drilling Rigs, Derrick Barges, Pipeline Lay Barges, and Anchor-handling Vessels",0,129,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0360,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,Safety Alert 159 - Welder Burned in Pipeline Accident,0,53,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0361,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,"to an overflow condition in the flotation cell, splashing produced water on a 440-volt transformer, shorting it out, and igniting the gas",1101,1238,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0363,IOGP-01,Bypassing safety controls,EXPLICIT,DERIVED,DERIVED,bypassed,1366,1374,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0363,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,welding,334,341,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0363,IOGP-09,Working at height,EXPLICIT,AMBIGUOUS,AMBIGUOUS,grating,1732,1739,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0364,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,ignition,417,425,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0366,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,Torch,46,51,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0368,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,ignited,1269,1276,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0369,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,uring Cutting Operation to Install Casing Head A fire occurred on a production platform during drilling operations while drive pipe and 13 3/8-inch casing were being cut to install the casing head,269,465,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0369,IOGP-04,Energy isolation,NONE,AMBIGUOUS,AMBIGUOUS,bleed down,944,954,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0369,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,welding,1009,1016,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0372,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 147 - Fire from Generator Engine Exhaust Leak Igniting Fiberglass Panel,0,84,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0381,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 138 - Fire and Injury During Welding Operations in Derrick,0,71,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0381,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 138 - Fire and Injury During Welding Operations in Derrick,0,71,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0390,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 129 - Welding Explosion and Injury,0,47,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0393,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 126 - Welding/Burning Accidents,0,44,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0394,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 125 - Crane Accidents,0,34,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0395,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 124 - Pedestal Crane Boom Wire Rope Failure,0,56,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0403,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 116 - Fire While Starting Diesel Engine with Gas-Driven Engine,0,75,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0414,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 105 - Welding Accident,0,35,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0415,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 104 - Crane Accident,0,33,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0422,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 97 - Welding, Fire",0,31,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0423,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 96 - Crane Accident,0,32,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0424,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 95 - Crane Accident, Fatality",0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0434,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,Safety Alert 86 - Stabbing Board Struck by Travelling Block,0,59,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0441,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 79 - Fatality and Injury, Crane Accident",0,53,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0449,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,"Safety Alert 71 - Fire, Boiler Ignited",0,38,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0455,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 65 - Fatality, Crane Accident",0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0464,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 57 - Fatality, Crane Accident",0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0465,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,"Safety Alert 56 - Fire, Glycol Ignited",0,38,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0467,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 54 - Welding Fire,0,30,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0479,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,"Safety Alert 47 - Fatality, Man Struck by Falling Object",0,56,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0488,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 43 - Torch Operating Company Torch Rig Services Platforms Henry and Hillhouse Drilling/Production Contractor,0,121,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0501,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 37 - Torch Operating Company Platform Gilda Production Contractor for Nuevo Energy Company,0,103,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0503,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 36 - Torch Operating Company Platform Irene Production,0,67,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0517,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,"Safety Alert 28 - Weld Fails, Derrick Collapses",0,47,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0517,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,"Safety Alert 28 - Weld Fails, Derrick Collapses",0,47,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0523,IOGP-09,Working at height,DERIVED,SUPPORTED,SUPPORTED,"Safety Alert 25 - Man Falls from Derrick Ladder, Fatality",0,57,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-BSEE-0530,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Safety Alert 22 - Hydrogen Sulfide (H2S) Gas Release from Piping Corrosion Failure Near a Weld,0,94,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0536,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"Safety Alert 20 - Crane Accident, Fatality",0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0557,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 13 - Crane Accident Attachment Document sa13pdf,0,60,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0562,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 11 - Crane/helicopter Operations,0,45,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0563,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-BSEE-0567,IOGP-07,Safe mechanical lifting,NONE,AMBIGUOUS,AMBIGUOUS,crane,226,231,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-BSEE-0568,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-BSEE-0575,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Safety Alert 4 - Flash Fire: Cutting and Welding,0,48,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0001,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,isolated,362,370,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0001,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,3676,3688,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0001,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,ssure testing Safety Flash IMCA SF 09/23 4 April 2023 Read more High potential: spontaneous opening of hydraulic release shackle (HRS) pin Safety Flash IMCA SF 24/24 17 December 2024 Read more Stored pressure release &#x2013,3219,3443,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0001,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,"olving breaking pressure containment is correctly classified and supported by task-specific planning, including use of a Permit To Work (PTW) and a full application of a “safe system of work” – routine doesn’t mean trivial or safe",1856,2086,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0003,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,441,447,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0003,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,winch,816,821,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0010,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,A crew member sustained a hand injury during a lifting operation involving a main engine cylinder head,0,102,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0011,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,cutting,3144,3151,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0011,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of Fire,1217,1229,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0011,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,lifting operation,2160,2177,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0013,IOGP-08,Work authorization,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0015,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,MSF: dropped object inside vessel tank Safety Flash Published on 23 July 2026 Generated on 14 September 2026 IMCA SF 13/26 2 minute read The,0,140,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0015,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Crane,1601,1606,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0015,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,fallen from,540,551,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0016,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,ained whilst trying to stop moving objects Safety Flash IMCA SF 18/14 25 November 2014 Read more IOGP Life Saving Rules: Bypassing safety controls Safe mechanical lifting What are these,1753,1938,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0016,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0016,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,1251,1266,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0017,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,shackle,56,63,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0018,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,I: Fall from height during FRC maintenance Safety Flash IMCA SF 03/25 20 February 2025 Read more IOGP Life Saving Rules: Bypassing safety controls Working at height What are these,2331,2510,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0018,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,eight container Safety Flash Published on 6 July 2026 Generated on 14 September 2026 IMCA SF 12/26 2 minute read A truck driver slipped and fell from a container leading to severe injury,42,228,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0018,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,rigging,305,312,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0018,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,1996,2011,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0018,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,working at height,405,422,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0019,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,ng arrangements of emergency exit hatches Safety Flash IMCA SF 21/18 17 September 2018 Read more IOGP Life Saving Rules: Bypassing safety controls What are these,1837,1998,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0020,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,2232,2244,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0020,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,"e bollard for controlled payout, There were assumptions and expectations across the team, which were not resolved by the Toolbox talk (TBT)",1145,1284,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0021,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,cutting,350,357,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0021,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0021,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,fall protection,1734,1749,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0022,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,200,206,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0022,IOGP-04,Energy isolation,DERIVED,DERIVED,DERIVED,nd were maintained in this location until the residual smoke had cleared with the tumble dryer subsequently mechanically isolated,340,469,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0022,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,ignition,1643,1651,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0023,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,d more Hand injury when caught in machinery Safety Flash IMCA SF 04/21 2 February 2021 Read more IOGP Life Saving Rules: Bypassing safety controls Line of fire What are these,2792,2966,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0023,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,isolation,43,52,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0023,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,ught in machinery Safety Flash IMCA SF 04/21 2 February 2021 Read more IOGP Life Saving Rules: Bypassing safety controls Line of fire What are these,2818,2966,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0023,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,Permit to Work,1225,1239,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0023,IOGP-09,Working at height,NONE,DERIVED,DERIVED,fall protection,2433,2448,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0024,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,isolated,494,502,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0024,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,ignition,852,860,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0024,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,Floodlamp causes scaffold board to start smouldering Safety Flash Published on 11 June 2026 Generated on 14 September 2026 IMCA SF 11/26 2 minute,0,145,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0025,IOGP-04,Energy isolation,EXPLICIT,SUPPORTED,SUPPORTED,fe use of electrical equipment in cabins Safety Flash IMCA SF 12/25 3 July 2025 Read more IOGP Life Saving Rules: Energy isolation What are these,2289,2434,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0025,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,ignition,1238,1246,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0026,IOGP-04,Energy isolation,DERIVED,DERIVED,DERIVED,energized,1047,1056,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0026,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,"BSEE: Prevent fires by inspecting cords, plugs and welding leads before use Safety Flash Published on 11 June 2026 Generated on 14 September 2026 IMCA SF 11/26 4 minute read The U",0,179,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0026,IOGP-08,Work authorization,DERIVED,DERIVED,DERIVED,job safety analysis,3510,3529,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0027,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,welding,225,232,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0028,IOGP-01,Bypassing safety controls,DERIVED,DERIVED,DERIVED,overridden,1796,1806,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0028,IOGP-03,Driving,NONE,DERIVED,DERIVED,collision,2590,2599,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0028,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0028,IOGP-06,Line of fire,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0028,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Three crane incidents Safety Flash Published on 28 May 2026 Generated on 14 September 2026 IMCA SF 10/26 4 minute read A member repo,0,132,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0028,IOGP-08,Work authorization,NONE,DERIVED,DERIVED,Stop Work,4439,4448,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0029,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,2475,2487,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0029,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,461,466,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0030,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,tional valve in saturation chamber control Safety Flash IMCA SF 27/23 27 November 2023 Read more IOGP Life Saving Rules: Bypassing safety controls What are these,2198,2359,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
