event_id,event_type,source_organization,source_tier,document_id,document_title,document_sha256,url,event_date,industry,activity,energy_type,energy_source,sif_potential,label_type,sif_evidence,barriers_count,iogp_rules_count,actual_consequence,potential_consequence,dataset_tier,overall_quality,duplicate_status
"EVT-BSEE-0465","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0465","Safety Alert 56 - Fire, Glycol Ignited","71252e6c1b4295b433842740c656a51cceca8789ae5efe84038c0f80edbc89bf","https://www.bsee.gov/safety-alerts/inspection-and-enforcement/safety-alert-56-fire-glycol-ignited","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0466","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0466","Safety Alert 55 - Safety Equipment Failure","e5f8fd9aaa1613d9cada1bd42a8982fce1452f395d52b90ff6bd5480ae169399","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-55-safety-equipment-failure","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0467","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0467","Safety Alert 54 - Welding Fire","0930540029c38acbdf57cf62b9363139d210360c5f3876c402b74937009f046e","https://www.bsee.gov/safety-alerts/safety/safety-alert-54-welding-fire","","Offshore Oil and Gas","Hot Work Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0468","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0468","Safety Alert 54 - Venoco Inc Platforms Gail And Grace","0fa94eea24627a1e0312da43d63e5769b58d160d51fe96d29e1ed490277d2522","https://www.bsee.gov/safety-alerts/inspection-and-enforcement/safety-alert-54-venoco-inc-platforms-gail-and-grace","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0469","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0469","Safety Alert 53 - Compressor Explosion","5eaee8717bb3679c22258f4f642df931d89de6927565abbed3571d9173330e18","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-53-compressor-explosion","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","explosion","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0470","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0470","Safety Alert 52 - Fire, Fuel Hose Ruptured","951c1d94da1e19f624b89de3e51fb78b8d5fb757b75be939e7b1693fb7947c22","https://www.bsee.gov/safety-alerts/safety/safety-alert-52-fire-fuel-hose-ruptured","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0471","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0471","Safety Alert 51 - Fatality, Falling Object","ae7ecbb288d0474849842d1711daabfb033617d50d612f78a9f0db2a5ec2e2d2","https://www.bsee.gov/safety-alerts/safety/safety-alert-51-fatality-falling-object","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0472","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0472","Safety Alert 51 - Helmerich &amp; Payne, Inc. Platform Heritage Drilling Contractor For Exxonmobil Company","6b5d50d14e081b343ce480723b079a4121fd5cd797cb21adfdf4a31de4fb389c","https://www.bsee.gov/safety-alerts/safety/safety-alert-51-helmerich-payne-inc-platform-heritage-drilling-contractor-for","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0473","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0473","Safety Alert 50 - Flash Fire, Man Burned","8d24f80617caef6036aec47348f7f7418e30107e4ce13240760805ea18bfd013","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-50-flash-fire-man-burned","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0474","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0474","Safety Alert 50 - Dos Cuadras Offshore Resources Platforms B, C, And Habitat","e93a2611b61f2685b3f4e3347fec7055b3a551d880d081e186fd406cfe6eeb1b","https://www.bsee.gov/safety-alerts/safety/safety-alert-50-dos-cuadras-offshore-resources-platforms-b-c-and-habitat","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0475","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0475","Safety Alert 49 - Oil Spill, Safety Equipment Failure","bffe86142bda4cab3f472590ffd01bc832e4ca65f655241249019cdc7e1075e1","https://www.bsee.gov/safety-alerts/safety/safety-alert-49-oil-spill-safety-equipment-failure","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0476","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0476","Safety Alert 49 - Plains Exploration &amp; Production Company Platforms B And C","ed8aa5978f4499780ea4f0fbc55a16057bd3c84315b9dc5043ff7a69bbf3d10f","https://www.bsee.gov/safety-alerts/exploration-and-production/safety-alert-49-plains-exploration-production-company","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0477","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0477","Safety Alert 48 - Flash Fire, Men Burned","6e047b05b200cb7965e34ed449a464fc765c6b208c9720401d91c48c10f33265","https://www.bsee.gov/safety-alerts/safety/safety-alert-48-flash-fire-men-burned","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0478","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0478","Safety Alert 48 - Safety Award For Excellence Camarillo District Pacific Ocs Region Helmerich &amp; Payne, Inc. Platform Heritage  Drilling Contractor For Exxonmobil Company","f6aa16d8e06654e294cdd997107ff7ed5f26d845a4703fa2304f055d6eedc225","https://www.bsee.gov/safety-alerts/safety/safety-alert-48-safety-award-for-excellence-camarillo-district-pacific-ocs","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0479","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0479","Safety Alert 47 - Fatality, Man Struck by Falling Object","10139c8d5ea70604db310def9d11c482d3308a20d28871ab0f4b870315b14339","https://www.bsee.gov/safety-alerts/safety/safety-alert-47-fatality-man-struck-by-falling-object","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","1","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0480","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0480","Safety Alert 47 - Nuevo Energy Company Platforms A, B, And C","039bf9235cd2e7ae9c0679461d172a36a82f02f2b41e1ee85c32aa8e3057ce30","https://www.bsee.gov/safety-alerts/safety/safety-alert-47-nuevo-energy-company-platforms-a-b-and-c","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0481","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0481","Safety Alert 46 - Fire: Lube Oil on Engine Exhaust","f6a4f755f1512cd1dcd32b73b71f75d32d78d3f02a5af3583847c436157a4058","https://www.bsee.gov/safety-alerts/safety/safety-alert-046-fire-lube-oil-on-engine-exhaust","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0482","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0482","Safety Alert 46 - Helmerich &amp; Payne, Inc. Platforms Harmony and Heritage Drilling Contractor for ExxonMobil Company","1eff6cc56ebf9d2af2f2f4342a6e44d21c135f3700d4516159839d282a7268ea","https://www.bsee.gov/safety-alerts/safety/safety-alert-46-helmerich-payne-inc-platforms-harmony-and-heritage-drilling","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0483","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0483","Safety Alert 45 - Tubing Blows Out of Well, Men Injured","b6e7808f469e4328da0d621147d7b33713ad6d0fe526f36a332c929b2f6dffa2","https://www.bsee.gov/safety-alerts/safety/safety-alert-45-tubing-blows-out-of-well-men-injured","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0484","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0484","Safety Alert 45 - Arguello Inc. Production Department, Platform Harvest","4755f98abbf0ee4479a61ffab5227fc544420d8fdd7231e945ec0332feb7a852","https://www.bsee.gov/safety-alerts/safety/safety-alert-45-arguello-inc-production-department-platform-harvest","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0485","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0485","Safety Alert 44 - Man Falls, Fatality","8e3ff6386089a4901b09dc150518bb171f7983fb4c806da81a1218346806c482","https://www.bsee.gov/safety-alerts/safety/safety-alert-44-man-falls-fatality","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0486","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0486","Safety Alert 44 - ExxonMobile Production Company Platform Heritage Santa Ynez Unit","21fffbc3d257293fe3e9ea4aac935828505270318cd84f573fefeda06223de77","https://www.bsee.gov/safety-alerts/safety/safety-alert-44-exxonmobile-production-company-platform-heritage-santa-ynez","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0487","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0487","Safety Alert 43 - Shallow Gas Blowout","bdfff2baaee63a034e020e54a1f472263045aa14c21fb9ce386181c90fc04eff","https://www.bsee.gov/safety-alerts/safety/safety-alert-43-shallow-gas-blowout","","Offshore Oil and Gas","General Industrial / Offshore Operations","PRESSURE","blowout","FALSE","DERIVED","Controlled pressure energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0488","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0488","Safety Alert 43 - Torch Operating Company Torch Rig Services Platforms Henry and Hillhouse Drilling/Production Contractor","6dec1aaa6b92cd303614c544757f3d157d079325825bc9cab4fbf0046411ebe2","https://www.bsee.gov/safety-alerts/safety/safety-alert-43-torch-operating-company-torch-rig-services-platforms-henry-and","","Offshore Oil and Gas","Drilling & Well Intervention","THERMAL","torch","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-BSEE-0489","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0489","Safety Alert 42 - Hydraulic Pump Reservoir Ruptures, Minor Injury","3a9aaf8d629710fed8890a56d94782e7b5fb63dfdee35591f6024854c24f584f","https://www.bsee.gov/safety-alerts/safety-alert-42-hydraulic-pump-reservoir-ruptures-minor-injury","","Offshore Oil and Gas","Piping & Pressure Maintenance","PRESSURE","hydraulic","FALSE","DERIVED","Controlled pressure energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0490","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0490","Safety Alert 42 - Arguello Inc. Platforms Harvest, Hermosa &amp; Hidalgo","5d7c68d9b4e588ac8932cab1dd1a319468a6a880318346b7f7100afe197543e4","https://www.bsee.gov/safety-alerts/safety/safety-alert-42-arguello-inc-platforms-harvest-hermosa-hidalgo","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0491","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0491","Safety Alert 42 - Hydraulic Pump Reservoir Ruptures","3502408ef8cfa68da9ed83ce346ee3c181619cb030e5169b06efaff9dd9c303d","https://www.bsee.gov/safety-alerts/safety-enforcement-sed-safety-and-incident-investigations-siid/safety-alert-42","","Offshore Oil and Gas","Piping & Pressure Maintenance","PRESSURE","hydraulic","FALSE","DERIVED","Controlled pressure energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0492","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0492","Safety Alert 41 - Fatality","e8fec6d1fe27ae6e1e2989211256b5bf68176731659c07dc946bead6c772180f","https://www.bsee.gov/safety-alerts/safety/safety-alert-41-fatality","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0493","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0493","Safety Alert 41 - Pool Offshore Platforms Harvest, Hermosa, &amp; Hidalgo Drilling Contractor","a09087651b028eb01624e7e38481fd5ba20488318b862ea9c581b8964b3bb057","https://www.bsee.gov/safety-alerts/safety/safety-alert-41-pool-offshore-platforms-harvest-hermosa-hidalgo-drilling","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0494","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0494","Safety Alert 40 - Beam Falls, Man Injured","44c30409124c33d00c72302fc1786224243e6da6edf1b4826e589c27aa39806f","https://www.bsee.gov/safety-alerts/safety/safety-alert-40-beam-falls-man-injured","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0495","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0495","Safety Alert 40 - ExxonMobile Production Company Platform Harmony","c67b8eda86aabd188e5b0479a8095ca4d07d10ee56446d6cc8087c922acf3cf2","https://www.bsee.gov/safety-alerts/safety/safety-alert-40-exxonmobile-production-company-platform-harmony","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0496","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0496","Safety Alert 39 - Fire, Hydraulic Hose Ruptures","7bd56b1ddea04ad2a497a5564a86efa305afb17080a2aa50bbd3f10287947bb6","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-39-fire-hydraulic-hose-ruptures","","Offshore Oil and Gas","Piping & Pressure Maintenance","PRESSURE","hydraulic","FALSE","DERIVED","Controlled pressure energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0497","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0497","Safety Alert 39 - Helmerich &amp; Payne, Inc. Exxon Platform Heritage Drilling Contractor","ce89faea416ec202cdfb6dfad247ead0fc87840d0e1843e7325d4a21d81aa2d6","https://www.bsee.gov/safety-alerts/safety/safety-alert-39-helmerich-payne-inc-exxon-platform-heritage-drilling-contractor","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0498","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0498","Safety Alert 38 - Fatality, Man Knocked Overboard","efd5999e6e7bad79020e10aee27f7f0b0041d1574ffe8e1fcbd534f12a191aee","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-38-fatality-man-knocked-overboard","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0499","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0499","Safety Alert 38 - Helmerich &amp; Payne, Inc. Platform Heritage Drilling COntractor for Exxon Company, U.S.A.","cd2648edc3083682d73931707d1bcf279de8446e7566fa06bb1016615c133591","https://www.bsee.gov/safety-alerts/safety/safety-alert-38-helmerich-payne-inc-platform-heritage-drilling-contractor-for","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0500","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0500","Safety Alert 37 - Man Falls, Serious Injury","182976317bf19f55af5f18408640cc1f3323f894c122d32a0ea90f04eb261849","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-37-man-falls-serious-injury","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0501","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0501","Safety Alert 37 - Torch Operating Company Platform Gilda Production Contractor for Nuevo Energy Company","55185fd25f806aeb26b2bd4a3c5dc7bd10cd442012823118d16fcd8cc6a4cdce","https://www.bsee.gov/safety-alerts/safety/safety-alert-37-torch-operating-company-platform-gilda-production-contractor","","Offshore Oil and Gas","Hot Work Operations","THERMAL","torch","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-BSEE-0502","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0502","Safety Alert 36 - Fatality","eddd187214d2d2fd6268be121239b1480db7e86f72d9d0da0de2f5671a12ec76","https://www.bsee.gov/safety-alerts/safety/safety-alert-36-fatality","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0503","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0503","Safety Alert 36 - Torch Operating Company Platform Irene Production","2e10f9918ae4f3b476177b619d032e6dc35801a1e93e689ff92b2f72f3a47c77","https://www.bsee.gov/safety-alerts/safety/safety-alert-36-torch-operating-company-platform-irene-production","","Offshore Oil and Gas","Hot Work Operations","THERMAL","torch","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0504","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0504","Safety Alert 35 - Fire, Choke Cap Blows Off","0d5fa48804a103e9669d33ac664cf519634735b1686802eb287f552f6580b693","https://www.bsee.gov/safety-alerts/safety/safety-alert-35-fire-choke-cap-blows-off","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0505","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0505","Safety Alert 35 - Helmerich &amp; Payne, Inc. Platform Heritage Drilling Contractor for Exxon Company, U.S.A.","29ce148ec017e30cf64135a6c84ce4ea51de23181dbcd9e4631672ce1edcb9bc","https://www.bsee.gov/safety-alerts/safety/safety-alert-35-helmerich-payne-inc-platform-heritage-drilling-contractor-for","","Offshore Oil and Gas","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0506","INCIDENT","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0506","Safety Alert 34 - Fire, Leaking Glass Sight Gage","0b52133c80629c51ce3feb20e166d812d09217f6188bb8055d08c5a9df6be497","https://www.bsee.gov/safety-alerts/safety/safety-alert-34-fire-leaking-glass-sight-gage","","Offshore Oil and Gas","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-BSEE-0507","NEAR_MISS","Bureau of Safety and Environmental Enforcement (BSEE)","TIER_A_AUTHORITATIVE","SRC-BSEE-0507","Safety Alert 34 - Exxon Company, U.S.A. Platforms Harmony and Heritage Production","b3ff961d34e42bab81315fdc5a80891fc849191f7f2928138f2f83b01e8a199e","https://www.bsee.gov/safety-alerts/safety/safety-alert-34-exxon-company-usa-platforms-harmony-and-heritage-production","","Offshore Oil and Gas","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
