event_id,event_type,source_org,source_id,document_title,url,country,region,facility,activity,energy_type,energy_status,exposure_present,exposure_type,barrier_count,actual_consequence,potential_consequence,sif_potential,sif_label_type,dataset_tier,provenance_status,duplicate_status,duplicate_group_id
EVT-BSEE-0109,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0109,BSEE Safety Alert 408 - Fire Damages a Platform’s Living Quarters and Nearby Areas,https://www.bsee.gov/safety-alerts/bsee-safety-alert-408-fire-damages-a-platforms-living-quarters-and-nearby-areas,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,THERMAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00109
EVT-BSEE-0110,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0110,BSEE Safety Alert 407 - Risk-Based Inspections of Subsea Leak Detection Technology Reveals Gaps in System Processes,https://www.bsee.gov/safety-alerts/bsee-safety-alert-407-risk-based-inspections-of-subsea-leak-detection-technology,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,KINETIC,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,Lost time / serious personal injury sustained.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00110
EVT-BSEE-0111,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0111,"BSEE Safety Alert 406 - Labeling, Removing, Storing and Installing Hatch Covers",https://www.bsee.gov/safety-alerts/bsee-safety-alert-406-labeling-removing-storing-and-installing-hatch-covers,United States,US Gulf of Mexico / OCS,UNKNOWN,Lifting & Rigging Operations,GRAVITATIONAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,Fatal injury occurred.,Local hazard exposure with manageable outcome.,TRUE,EXPLICIT,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00111
EVT-BSEE-0112,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0112,BSEE Safety Alert 405 - Blind Shear Rams Damaged after Inadvertently Closing on Tool String,https://www.bsee.gov/safety-alerts/bsee-safety-alert-405-blind-shear-rams-damaged-after-inadvertently-closing-on-tool,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,"Fatal injection, impact, or explosion from uncontrolled high-pressure fluid release.",UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00112
EVT-BSEE-0113,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0113,BSEE Safety Alert 404 - BSEE Establishes Goal to Reduce Lifting Incidents by 50%,https://www.bsee.gov/safety-alerts/bsee-safety-alert-404-bsee-establishes-goal-to-reduce-lifting-incidents-by-50,United States,US Gulf of Mexico / OCS,UNKNOWN,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,1,None reported / Equipment stoppage or minor disruption.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00113
EVT-BSEE-0114,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0114,BSEE Safety Alert 403 - Findings from Pandemic Management Risk Based Inspections,https://www.bsee.gov/safety-alerts/bsee-safety-alert-403-findings-from-pandemic-management-risk-based-inspections,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00114
EVT-BSEE-0115,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0115,BSEE Safety Alert 402 -  Deficiencies in Process Piping Cause Gas Release Incidents,https://www.bsee.gov/safety-alerts/bsee-safety-alert-402-deficiencies-in-process-piping-cause-gas-release-incidents,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,PRESSURE,DERIVED,False,,2,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00115
EVT-BSEE-0116,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0116,BSEE Safety Alert 401 - BSEE Identifies Improvements to Hurricane Preparedness During Risk Based Inspections,https://www.bsee.gov/safety-alerts/bsee-safety-alert-401-bsee-identifies-improvements-to-hurricane-preparedness-during,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,UNKNOWN,UNKNOWN,False,,1,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00116
EVT-BSEE-0117,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0117,BSEE Safety Alert 400 - Trapped Pressure Ejects Rod From Chamber and Strikes Subsea Technician in the Face,https://www.bsee.gov/safety-alerts/bsee-safety-alert-400-trapped-pressure-ejects-rod-from-chamber-and-strikes-subsea,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Piping & Pressure Maintenance,PRESSURE,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00117
EVT-BSEE-0118,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0118,BSEE Safety Alert 399 - Grating Failures Cause a Fatality and a Serious Near Miss,https://www.bsee.gov/safety-alerts/bsee-safety-alert-399-grating-failures-cause-a-fatality-and-a-serious-near-miss,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,General Industrial / Offshore Operations,GRAVITATIONAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,Fatal injury occurred.,Local hazard exposure with manageable outcome.,TRUE,EXPLICIT,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00118
EVT-BSEE-0119,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0119,BSEE Safety Alert 398 - Lifeboat Failures and Damage Occur During Maintenance,https://www.bsee.gov/safety-alerts/bsee-safety-alert-398-lifeboat-failures-and-damage-occur-during-maintenance,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,KINETIC,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00119
EVT-BSEE-0120,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0120,BSEE Safety Alert 397 - Fire Tube Hazards Increase Risk of Flame Migration,https://www.bsee.gov/safety-alerts/bsee-safety-alert-397-fire-tube-hazards-increase-risk-of-flame-migration,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Piping & Pressure Maintenance,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00120
EVT-BSEE-0121,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0121,BSEE Safety Alert 396 - Risk of Fires from Adjustable Speed Drives ASDs,https://www.bsee.gov/safety-alerts/bsee-safety-alert-396-risk-of-fires-from-adjustable-speed-drives-asds,United States,US Gulf of Mexico / OCS,UNKNOWN,Piping & Pressure Maintenance,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Fatal toxic gas inhalation or major chemical exposure.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00121
EVT-BSEE-0122,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0122,BSEE Safety Alert 395 - Electrical Equipment in Hazardous Locations Increase Risk of Fire,https://www.bsee.gov/safety-alerts/bsee-safety-alert-395-electrical-equipment-in-hazardous-locations-increase-risk-of,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00122
EVT-BSEE-0123,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0123,BSEE Safety Alert 394 - Recently Discovered Cybersecurity Vulnerabilities May Impact Energy Company Industrial Control Systems,https://www.bsee.gov/safety-alerts/bsee-safety-alert-394-recently-discovered-cybersecurity-vulnerabilities-may-impact,United States,US Gulf of Mexico / OCS,UNKNOWN,Subsea & Diving Operations,PRESSURE,DERIVED,False,,1,Fatal injury occurred.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00123
EVT-BSEE-0124,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0124,Safety Alert 393 - Adverse Weather and Sea Conditions Complicate Dynamic Lifts,https://www.bsee.gov/safety-alerts/safety-alert-393-adverse-weather-and-sea-conditions-complicate-dynamic-lifts,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,1,Minor injury requiring first aid or medical attention.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00124
EVT-BSEE-0125,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0125,Safety Alert 392 - Personnel Transfer Injuries Escalate Over 1-Year Period,https://www.bsee.gov/safety-alerts/safety-alert-392-personnel-transfer-injuries-escalate-over-1-year-period,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,LINE_OF_FIRE,0,No injuries occurred (Near Miss / Potential Consequence only).,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00125
EVT-BSEE-0126,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0126,Safety Alert 391 - Improper Use of Equipment Results in Shock Loaded Crane and Damaged Tension Packer,https://www.bsee.gov/safety-alerts/safety-alert-391-improper-use-of-equipment-results-in-shock-loaded-crane-and-damaged,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Lifting & Rigging Operations,ELECTRICAL,DERIVED,False,,1,None reported / Equipment stoppage or minor disruption.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00126
EVT-BSEE-0127,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0127,Safety Alert 390 - Incorrect Elevator Assembly Injures an Electric Line Helper,https://www.bsee.gov/safety-alerts/safety-alert-390-incorrect-elevator-assembly-injures-an-electric-line-helper,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,LINE_OF_FIRE,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00127
EVT-BSEE-0128,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0128,Safety Alert 389 - Fatality Caused By Freefalling Pipe Underscores the Need to Adhere to Safety and Environmental Management Systems &amp; Safe Work Practices,https://www.bsee.gov/safety-alerts/safety-alert-389-fatality-caused-by-freefalling-pipe-underscores-the-need-to-adhere-to,United States,US Gulf of Mexico / OCS,UNKNOWN,Subsea & Diving Operations,GRAVITATIONAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,Fatal injury occurred.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,TRUE,EXPLICIT,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00128
EVT-BSEE-0129,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0129,Safety Alert 388 - Malfunctioning Storage Batteries Cause Fires and Explosions,https://www.bsee.gov/safety-alerts/safety-alert-388-malfunctioning-storage-batteries-cause-fires-and-explosions,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,PRESSURE,DERIVED,False,,1,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00129
EVT-BSEE-0130,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0130,BSEE Safety Alert 387 - Chemical Packing Leads to Fire Extinguisher Failure,https://www.bsee.gov/safety-alerts/bsee-safety-alert-387-chemical-packing-leads-to-fire-extinguisher-failure,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Major hydrocarbon fire or explosion resulting in multiple fatalities and facility loss.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00130
EVT-BSEE-0131,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0131,BSEE Safety Alert 386 - Turbo and Exhaust Manifold Fires Related to Engines,https://www.bsee.gov/safety-alerts/bsee-safety-alert-386-turbo-and-exhaust-manifold-fires-related-to-engines,United States,US Gulf of Mexico / OCS,UNKNOWN,Subsea & Diving Operations,PRESSURE,DERIVED,False,,1,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00131
EVT-BSEE-0132,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0132,BSEE Safety Alert 385 - Improper Installation of Safety Device,https://www.bsee.gov/safety-alerts/bsee-safety-alert-385-improper-installation-of-safety-device,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,THERMAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Major hydrocarbon fire or explosion resulting in multiple fatalities and facility loss.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00132
EVT-BSEE-0133,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0133,BSEE Safety Alert 384 - Preventing Static Discharge,https://www.bsee.gov/safety-alerts/bsee-safety-alert-384-preventing-static-discharge,United States,US Gulf of Mexico / OCS,UNKNOWN,Piping & Pressure Maintenance,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00133
EVT-BSEE-0134,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0134,Safety Alert 383 - Lifting Incidents Involving Tote Tanks,https://www.bsee.gov/safety-alerts/safety-alert-383-lifting-incidents-involving-tote-tanks,United States,US Gulf of Mexico / OCS,UNKNOWN,Lifting & Rigging Operations,GRAVITATIONAL,DERIVED,True,LINE_OF_FIRE,1,None reported / Equipment stoppage or minor disruption.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,FALSE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00134
EVT-BSEE-0135,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0135,BSEE Safety Alert 382 – BSEESafe Subscribers,https://www.bsee.gov/safety-alerts/bsee-safety-alert-382-bseesafe-subscribers,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00135
EVT-BSEE-0136,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0136,BSEE Safety Alert 381 - Common Operator Deficiencies Discovered by SEMS,https://www.bsee.gov/safety-alerts/bsee-safety-alert-381-common-operator-deficiencies-discovered-by-sems,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,THERMAL,DERIVED,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00136
EVT-BSEE-0137,UC,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0137,Safety Alert 380 - Subsea Jumper Failure Leads to Leak,https://www.bsee.gov/safety-alerts/safety-alert-380-subsea-jumper-failure-leads-to-leak,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00137
EVT-BSEE-0138,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0138,Safety Alert 379 - Broken Compressor Heat Exchanger Causes Fire,https://www.bsee.gov/safety-alerts/safety-alert-379-broken-compressor-heat-exchanger-causes-fire,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Piping & Pressure Maintenance,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Major hydrocarbon fire or explosion resulting in multiple fatalities and facility loss.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00138
EVT-BSEE-0139,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0139,Safety Alert 378 - Unsecured Trough Drain Grating Poses Tripping Hazard,https://www.bsee.gov/safety-alerts/safety-alert-378-unsecured-trough-drain-grating-poses-tripping-hazard,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00139
EVT-BSEE-0140,UA,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0140,Safety Alert 377 - Improperly Bypassed Safety Devices Poses Work and Environmental Hazards,https://www.bsee.gov/safety-alerts/safety-alert-377-improperly-bypassed-safety-devices-poses-work-and-environmental,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Subsea & Diving Operations,PRESSURE,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00140
EVT-BSEE-0141,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0141,Safety Alert 376 - Rig Floorman Pinned by Moving Equipment,https://www.bsee.gov/safety-alerts/safety-alert-376-rig-floorman-pinned-by-moving-equipment,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,Lost time / serious personal injury sustained.,Severe or fatal trauma resulting from uncontrolled energetic release.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00141
EVT-BSEE-0142,UC,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0142,Safety Alert 375 - OEM Publishes Safety Notice on Defective Shackles,https://www.bsee.gov/safety-alerts/safety-alert-375-oem-publishes-safety-notice-on-defective-shackles,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00142
EVT-BSEE-0143,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0143,Safety Alert 374 - Air Compressor Flaws Lead to Engine Fire,https://www.bsee.gov/safety-alerts/safety-alert-374-air-compressor-flaws-lead-to-engine-fire,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Piping & Pressure Maintenance,PRESSURE,DERIVED,True,DIRECT_PHYSICAL_CONTACT,2,None reported / Equipment stoppage or minor disruption.,"Fatal injection, impact, or explosion from uncontrolled high-pressure fluid release.",TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00143
EVT-BSEE-0144,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0144,Safety Alert 373 - Lightning Strikes Threaten Aircraft on Helidecks,https://www.bsee.gov/safety-alerts/safety-alert-373-lightning-strikes-threaten-aircraft-on-helidecks,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00144
EVT-BSEE-0145,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0145,Safety Alert 372 - Improper Use of Equipment Causes Blasting Cap Misfire,https://www.bsee.gov/safety-alerts/safety-alert-372-improper-use-of-equipment-causes-blasting-cap-misfire,United States,US Gulf of Mexico / OCS,UNKNOWN,Subsea & Diving Operations,THERMAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00145
EVT-BSEE-0146,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0146,Safety Alert 371 - Conductor Failures Put Workers&#039; Safety and the Environment at Risk,https://www.bsee.gov/safety-alerts/safety-alert-371-conductor-failures-put-workers-safety-and-the-environment-at-risk,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,PRESSURE,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,Lost time / serious personal injury sustained.,"Fatal injection, impact, or explosion from uncontrolled high-pressure fluid release.",TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00146
EVT-BSEE-0147,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0147,Safety Alert 370 Overcharged Battery in Non-Ventilated Box,https://www.bsee.gov/safety-alerts/safety-alert-370-overcharged-battery-in-non-ventilated-box,United States,US Gulf of Mexico / OCS,UNKNOWN,General Industrial / Offshore Operations,THERMAL,DERIVED,False,,0,No injuries occurred (Near Miss / Potential Consequence only).,Major hydrocarbon fire or explosion resulting in multiple fatalities and facility loss.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00147
EVT-BSEE-0148,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0148,Safety Alert 369 - Non-OEM Parts Were Significant Causal Factors in Two Recent Loss of Control of Traveling Block Incidents,https://www.bsee.gov/safety-alerts/safety-alert-369-non-oem-parts-were-significant-causal-factors-in-two-recent-loss-of,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,GRAVITATIONAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00148
EVT-BSEE-0149,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0149,Inadvertent Opening of Valve Under Pressure Causes Injury,https://www.bsee.gov/safety-alerts/inadvertent-opening-of-valve-under-pressure-causes-injury,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Lifting & Rigging Operations,PRESSURE,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00149
EVT-BSEE-0150,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0150,Safety Alert 367 - Saturated Glycol Handling Leads to Fire,https://www.bsee.gov/safety-alerts/safety-alert-367-saturated-glycol-handling-leads-to-fire,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Subsea & Diving Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00150
EVT-BSEE-0151,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0151,Safety Alert 366 - Dangerous Levels Of H2S Detected At Offshore Facilities,https://www.bsee.gov/safety-alerts/safety-alert-366-dangerous-levels-of-h2s-detected-at-offshore-facilities,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,CHEMICAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,1,Fatal injury occurred.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00151
EVT-BSEE-0152,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0152,Safety Alert 365 - BSEE Identified Grating and Open Hole Hazards  During Risk Based Inspections,https://www.bsee.gov/safety-alerts/safety-alert-365-bsee-identified-grating-and-open-hole-hazards-during-risk-based,United States,US Gulf of Mexico / OCS,Offshore Fixed Platform,Drilling & Well Intervention,GRAVITATIONAL,DERIVED,True,DIRECT_PHYSICAL_CONTACT,3,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00152
EVT-BSEE-0153,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0153,Safety Alert 364 - Improper Riser Tension Leads to Subsea BOP Falling Off Wellhead Mandrel and Failure of Riser Adapter,https://www.bsee.gov/safety-alerts/safety-alert-364-improper-riser-tension-leads-to-subsea-bop-falling-off-wellhead,United States,US Gulf of Mexico / OCS,UNKNOWN,Drilling & Well Intervention,PRESSURE,DERIVED,False,,1,None reported / Equipment stoppage or minor disruption.,"Fatal injection, impact, or explosion from uncontrolled high-pressure fluid release.",UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00153
EVT-BSEE-0154,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0154,Safety Alert 362 - Poor Tag Line Awareness Leads to Multiple Incidents,https://www.bsee.gov/safety-alerts/safety-alert-362-poor-tag-line-awareness-leads-to-multiple-incidents,United States,US Gulf of Mexico / OCS,UNKNOWN,Lifting & Rigging Operations,KINETIC,DERIVED,True,DIRECT_PHYSICAL_CONTACT,2,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-00154
